header,user,body,title
post-traumatic-stress-disorder-ptsd,EllaNore,"I hope this list helps others read their blood work panel.. I'm not sure if they are the same in the UK.

A1A	Alpha-1 Antitrypsin

A1c	Hemoglobin A1c

AB	Antibody

ABG	Arterial Blood Gas

ABRH 	ABO Group and Rh Type

ABT	Antibody Titer

ACA	Anti-Cardiolipin Antibodies

ACE	Angiotensin Converting Enzyme",﻿List of blood panel Abbreviations.   
post-traumatic-stress-disorder-ptsd,Manidos,"Hey! 

A couple of days ago I learned about neurofeedback therapy. There are studies showing that it works. Some recovery centers are successfully using it to treat PD patients (google ""oxford recovery center parkinsons"").

Today I learned that there are neurofeedback devices available on the market.",[HOME THERAPY] Neurofeedback for Parkinson’s Disease
post-traumatic-stress-disorder-ptsd,Hidden,"Trigger warning…


Having a breakdown of crisis. I can’t stop crying. I have no one to talk to and my OCD is telling me I’m dying. The urge to self harm is strong. 

My OCD is contamination and health related. Everything is gross, everything is contaminated. I hate washing my hands over and over. I hate",Depression/OCD crisis
post-traumatic-stress-disorder-ptsd,pata63,"This relates back to my first thread wherein I asked about my serious flare and mentioned in passing about work done  to redo my gut biome in 2019 after my PMR diagnosis. 

I'm newly back from the GP appointment where I expected to hear that my gut biome had gone out of balance again and that might be","Gut Biome, Inflammation, Leaky Gut and Diet"
post-traumatic-stress-disorder-ptsd,ASkepticalConsumer,"Folks!

I am in Ottawa, Canada. Had another appointment with my Endo. 

Seriously, I am beyond frustrated, like many of you.

So.... I have Hashi's. I see this Endo every 3 months. 

The Endo said I am ok, get that ok. Total bunk folks.

I am on the following meds:

Synthroid  - 50 mg

Cytomel - 5 mcg",Are Endocrinologists So Stupid?
post-traumatic-stress-disorder-ptsd,nkotbjoeymc,"Hi,
I’m wondering If Psychotic Break Down’s can come From Anxiety Or PTSD?",Psychotic Break Down’s.
post-traumatic-stress-disorder-ptsd,chartist,"One of my more recent experiments was to test a common supplement called Astaxanthin (AST). I only knew of AST as an antioxidant and anti inflammatory via inhibition of the inflammatory mediator Nf kappa B. I had no expectations of what it might do for me, but I wanted to see what if anything it might","How to Get More Out Of Your Exercise, Walking, Jogging, Running, Cycling And Aerobics With Astaxanthin"
post-traumatic-stress-disorder-ptsd,Rug1,"hello everyone,

Looking some advice , as per earlier posts I’m new to all this.

I have been on 60 mg duloxetine for about a year. Have had to take sick from last week from my full time job because of my pain and fatigue, spoke with Gp who changed my tablets to Vensir XL 75mg.

Do these tablets actually",advice 
post-traumatic-stress-disorder-ptsd,Bolt_Upright,"Edit: Pushed this out a week:
We are having a call reviewing Lithium Orotate for PD over on FB at 2 PM Eastern today (July 17): https://www.facebook.com/groups/rbdpd
It seems low dose lithium may be neuroprotective:
Lithium Orotate for Depression and more? https://healthunlocked.com/cure-parkinsons/posts",Lithium Orotate for PD Call at 2 PM Eastern July 17 on FB
post-traumatic-stress-disorder-ptsd,PhyllisY,"Hello
I have been taking fluoxetine for a few months now. For me it acts very fast as in within three hours my brain already feels different
However it can make me very explosive and agitated physically where it is hard to even sit. 
Does anyone know how to deal with ?",Agitation from Prozac 
post-traumatic-stress-disorder-ptsd,Miakinz188,"I was diagnosed with ptsd, is it normal even if you aren’t in the military  or never been to have ptsd?",Is it normal?
post-traumatic-stress-disorder-ptsd,starshine2022,"Hello, I just joined the community. I have panic disorder and have been taking lexapro for about a year. A few days ago it seems my symptoms have returned. I get very nauseas and had a panic attack tonight. I end up having very shaky legs and throwing up. Just looking for some support.",sympsom returning
post-traumatic-stress-disorder-ptsd,Anonymous8338,"I realized, I’ve always had anxiety. Even if I do t have panic attacks or feel dizzy. I realized I just cooked better that day, week, or month. And bam. There it is again.",anxiety 
bipolar-disorder,BastCat,"How can I be sure to get the 'Real Thing', when purchasing Lavender, Bergomot, Jasmine, Lemon Balm and other Essential Oils?  Amazon.com and other places are known to have a lot of fakes from China and other places, even made in the USA.

Customer ratings don't mean that much anymore either. You can"," Essential Oils, Calming & Anxiety"
bipolar-disorder,Hidden,"Ok …. Recieved a phone call at 12.30 please can you get here for infusion at 2.30. Clinic an hour away had to get hubby out of work to take me. Arrived in car park at 2.25 phone rang appointment cancelled come tomorrow at 11. Waste of time / petrol. I exhausted now and feeling shit .


I’ve written this",  Another update saga continues /Update antivirals 🤬🤬🤬😵‍💫💩💩💩🤯🤯🤯
bipolar-disorder,Isturgglewithptsd,"so I have been struggling with PTSD, Depression and Anxiety. I can’t stop crying because of my teams. Does anyone have any ideas??",My life …
bipolar-disorder,sunkissedmoonbeam,"So, here's the deal... I have panic attacks when I feel like I might get put in a situation where I can't receive help. It's so depressing to think about, really. I have seen people get a situation where they are struggling, & no one is kind enough to help them. Like, this instance; there was a man who",Does anyone else have fear of being in a situation where you can't get help if needed?? 
bipolar-disorder,Mollykin,Been in hospital since I left home after a cardioversion that put me in nsr but with multiple PVCs and going in and out of Afib which resulted in me being taken by ambulance with fluid overload on lungs and heart. Still in on a monitor and waiting on next move as don’t feel good like this. On dronederone,PVCs post cardioversion 
bipolar-disorder,Skylarswims,"Hello, my name is Skylar I have learning disabilities: ADHD, OCD, Auditory Processing Disorder, Oral Expression Disorder, Severe Anxitey, and Depression. I feel sorry, anxious, depressed because I feel like people think I am annoying, crazy, weird, etc. It feels like nobody likes me or wants to be my",New Here
bipolar-disorder,Hidden,"Hi All

I had a heart attack and stent in march 2019, recovered well, but unfortunately due to covid had no support afterwards and no real follow up.

Ive had some recent bereavements and it seems to have brought up some uresolved issues for me. 

Quite a lot of anxiety, nightmares, fear of dying, im",2 years post heart attack and struggling 
bipolar-disorder,Tilly1957,"So, am feeling better overall on the Nebivolol, bp settling down, but still occasionally erratic (strange feeling). Excessive tiredness where I just couldn’t keep awake is a lot better. Keep getting funny flutters/racing pulse that makes me think af has started or about  to start but Kardia shows NSR",Nebivolol and verapamil
bipolar-disorder,jarbnsnmelts,"So my local nurse recommended I take duloxetine today to help with fibro pain I've been having lately, as well as treating my depression. I'm a bit on the fence with it though as my husband and I are wanting to try for a baby soon, so I don't want to start a medication to potentially stop taking it after",Duloxetine
bipolar-disorder,OB73,driving to pickup my boys and i had a panic attack on the road had to make a uturn and return home and my father inlaw got my boys for me everything was getting dim heart racing fear of dying very scary ...any input i feel sad im letting my family down ...smh,Scary panic attack episode
bipolar-disorder,Health50,"I am a 56 year old, overweight, with     and CLL. I have had 2 shots of the Pfizer vaccine with no evidence of antibodies through lab testing and the immunocompromised dosage of the Moderna shot. I also did not test with antibodies to covid after my 3rd vaccine.",No antibodies against Covid and evushield 
bipolar-disorder,ashleybakerr01,"I miss the old me before meds. Like I know im still me, but i just feel different. I miss how ii could at least go out without having anxiety attacks almost every time. I don't miss the depressive episodes though. Change has always scared me and im really not sure why. Ive hated change all mt life. Im",Old me
bipolar-disorder,Adamj,I’m getting tired of this feels like I’ve been having heart palpitations hell of a lot more over the last couple weeks feeling like my heart is skipping beats slowing down speeding up fluttering. For example tonight I had some rice and shrimp for dinner simple dinner my mom made it was good ate then,what is wrong with me this is getting frightening 
bipolar-disorder,Adamj,Since I started trying consistently buspar and other antidepressants I don’t fall gently to sleep anymore it’s just like bam and I wake up it’s like my Brian just shuts off and I don’t even remember falling asleep. I also tend to wake up around 8 o clock even though it’s only like 4 hours after I fell,falling asleep 
bipolar-disorder,GreenDogArt44,"More specifically, I am very anxious because in the past, my psychiatrist has suggested addressing this problem by prescribing Depakote, a medication that is intended to treat seizures and mania in     (I will discuss this in detail later in this post).",Depakote Fears
bipolar-disorder,Katie4757,"I have pretty severe anxiety and although I can function and work, it’s always there in the pit of my stomach. Hydroxyzine and my night time klonipin help but it’s always there. Is anyone else dealing with this?

Kate",ongoing anxiety 
bipolar-disorder,Tcgg,Ive Been Suffering from severe social anxiety and severe clinical depressions over the past 30 years. I’ve “beaten “ it and been “well “ over this  period at times but I have had 5 serious battles each time worse than the other. One time I did try to end it all. I was doing well for approximately 18,I’m hoping everyone on here can find peace of mind and happiness which I am severely struggling with right now.
bipolar-disorder,Greenghost1,"Hello, I am going to try to get a prescription for  Ritalin due to years of treatment resistant depression. Like many others, I tried all the major antidepressants, which did nothing at all. I’m wondering if any other people with treatment resistant depression have had a good experience with  Ritalin",Ritalin usage for TX resistant depression
bipolar-disorder,WendyWu20,"Hi everyone, haven't posted on here for a while, hope you're all doing ok. 

I recently returned from living in Spain, went to the local health centre this morning because I have been stuck in fast AF for 9 days and getting desperate.

I saw a newly qualified doctor. She got off to a bad start when she",Feeling disheartened with visit to doctor
bipolar-disorder,Adamj,I’m just so burned out over feeling like this ever since start Zoloft I just keep crying and crying thinking about how I can’t handle any of this anymore I want a life back. 6 and a half months of not having a job of slowly getting worse I started getting better 2 and a half months in but then I went,I just keep crying
obsessive-compulsive-disorder-ocd,Nothingnoted,Does anybody have have any about about calming PTSD when when something occurs,Advice on PTSD
obsessive-compulsive-disorder-ocd,Hashh123,"I’ve had an ICD fitted since May 22. Last night was sleeping normally and woke up at about 4am with some chest pain.


It only pains when I move my body in certain directions like twisting you back etc and on a scale of 1-10 the pain is probably 3-4…..nothing I can’t ignore and do the normal task.  Apart",ICD going off ??
obsessive-compulsive-disorder-ocd,willec49,"I had my first cyro ablation in March after which I had a brief, 15-minute Afib episode and then a 4-hour and a 6-hour episode, all while off the flecainide which had kept episodes at bay for 10 months or more before the ablation. Now I am back on 100 mg. flecainide daily. Because my episodes are always",Post-Ablation Afib Episode Causes?
obsessive-compulsive-disorder-ocd,OB73,MY PSYCH DR DONE A GENETIC TEST ON ME AND IT CAME BACK SO SHE PEESCRIBE ME  HYDROXYZINE 10MG AND 150MG OF WELBUTRIN I KNOW I POST THIS AS A CONCERN ONCE BUT LASTYEAR I HAD A BAD EPISODE  LASTYEAR WITH 100MG  ZOLOFT THAT ALMOST SENT ME TO HOSPITAL LASTYEAR AND I HAVE HIGH BLOOD PRESSURE AS WELL IM JUST,New meds 
obsessive-compulsive-disorder-ocd,Emilyr123,"Hi 👋🏻
After posting on the forum for the first time the other week I just want to first say thanks for the supportive welcome.
I experienced late onset PP last year after stopping breastfeeding my first little one. I'm now expecting with our second child due any time in the next couple of weeks. I'm",Expecting my second baby after late onset PP with my first
obsessive-compulsive-disorder-ocd,Invermill,hi a quick questions has anyone's ICD  made a noise during the night ? I'm sure my one did .,﻿ICD  NOISE
obsessive-compulsive-disorder-ocd,Shelly55,has anyone taken adderall with their thyroid meds  and what were the effects?,Adderall with Levo and T3
obsessive-compulsive-disorder-ocd,Froody,"I've been on celexa foryears and it used to work pretty well, but recently I've had a lot of break through panic attacks. My doc (family med doc) wants me to switch from celexa 40mg to zoloft 100mg. He said no need to taper, just stop celexa and start zoloft. Has anyone switched SSRI's in this manner",Celexa to zoloft
obsessive-compulsive-disorder-ocd,LucyLaundry,"Hi there

Just posted this on the home page but I noticed the community here and decided to post my question here as well

Wasn’t sure if the groups view similar posts

58 yr old male, pretty fit - 10km run every day plus various exercise classes - Pilates, Les Mills, Tai Chi, HIIT, etc - approx 4 weeks",Post ICD exercise following VF arrest
obsessive-compulsive-disorder-ocd,Mrslacy,"I have primary APS as diagnosed in 2015

﻿ I also have Chorea and  have been prescribed Clonazepam to treat. Have been on this protocol for several years.

﻿What are the advantages vs disadvantages of treatment with Clonazepam vs steroid injections?

﻿I appreciate any",﻿chorea
obsessive-compulsive-disorder-ocd,LucyLaundry,"Good morning

Following a VF arrest about 4 weeks ago I’ve now got an ICD fitted. Before the arrest I was running 10km every day and going to various exercise classes at our local Sports Centre

Being active was sort of my thing. I’ve got an appointment with the Cardiac Rehabilitation team in a couple",returning to exercise after recent ICD placement 
obsessive-compulsive-disorder-ocd,Sylvain-,"I took an overdose of bromazepam yesterday evening.  Like 8× the nominal dose. It's a benzodiazepine so there weren't many risks. For a couple of days now I'm harassed by negative thoughts, a deep feeling of failure, excruciating upward comparisons, and suicidal thoughts. I wanted to fall unconscious",Excessive medication intake 
obsessive-compulsive-disorder-ocd,delta50,Really struggling with this ativan taper. I'm so angry having to go through this at all. I should have never been prescribed this drug. It has done nothing but harm me. I've been through a few rough patches in my 50 years but this is by far the hardest. I haven't even stopped the taper yet as my psychiatrist,Hardest thing in my life
obsessive-compulsive-disorder-ocd,Froody,"I've been on celexa foryears and it used to work pretty well, but recently I've had a lot of break through panic attacks. My doc (family med doc) wants me to switch from celexa 40mg to zoloft 100mg. He said no need to taper, just stop celexa and start zoloft. Has anyone switched SSRI's in this manner",Direct switch from celexa to zoloft.
obsessive-compulsive-disorder-ocd,Johncasaras,If there's anybody out there that's presently go trough this and also post divorce would be appreciated.I have confusion constantly.My partner suffers from ptsd and pseudodentia and it's been a nightmare since recent diagnosis.At this point im looking to talk or help,extreme anxiety and depression due to divorce
obsessive-compulsive-disorder-ocd,Hidden,"I still dont innerstand what to do with sound anxiety, it causes panic attacks. Any suggestions???",Anxiety Thought 
obsessive-compulsive-disorder-ocd,Emmabobemma,"Today i got up at eight and have barely left my sewing project at the couch all day for about 14 hours. I made five fully clothed felt dolls, made myself drinks and dinner, and experienced about 0 depression or anxiety symptoms. Yesterday i hardly had the motivation to move, and for the past couple weeks",Bipolar 2?
obsessive-compulsive-disorder-ocd,Tracy2727,Trying to connect and share ideas on how to provide the best support to my teen who suffers from Contamination OCD.,Are there any parents of a teenager with OCD out there?
obsessive-compulsive-disorder-ocd,doodoolatrice,"Hi Everyone, the last 6  weeks have been an absolute nightmare.  I was on a Trial and all appeared to be stable when I suddenly developed a pleural effusion.  As this showed malignant cells I was taken off the Trial.  I had  2 drains at the hospital and decided to opt for a semi-permanent drain so the",﻿Anxiety Sky High
obsessive-compulsive-disorder-ocd,Icenae,"we moved here  ( a couple of miles from Lincoln cathedral)  from East London 6 months ago.  I have sick sinus brady/tachy23 years,  been previously looked after by prof Schilling and team at Barts, so was concerned how the transfer would work. I am on my 3rd pacemaker which is monitored by ep's at Barts",moving my cardiology care  from Barts to Lincoln.   Being tested for Sleep Apnoea. 
post-traumatic-stress-disorder-ptsd,Anonymous8338,"I realized, I’ve always had anxiety. Even if I do t have panic attacks or feel dizzy. I realized I just cooked better that day, week, or month. And bam. There it is again.",anxiety 
post-traumatic-stress-disorder-ptsd,bookskeepmecompany,Hello. Are there any healthy coping mechanisms that I can use or that someone can recommend to me for anxiety and depression? I have been crying/having panic or anxiety attacks for months now and I am getting to the point where I need real help.  Any feedback would be greatly appreciated.,first post - healthy coping strategies
post-traumatic-stress-disorder-ptsd,Tux18,"At my recent visit to EP he said he would schedule me for stress test.   I asked why and he said it had been 4 yrs. since I had one and he didn’t want to miss  anything.  I told him after my last one I didn’t plan to do it again!  
My afib is brought on by extreme physical stress and/or extreme emotional",Stress test
post-traumatic-stress-disorder-ptsd,Victor1975,"Here two studies with positive results using Bumetanide for Parkinson:

﻿A) n=4 Bumetanide 5mg x 2 months

https://pubmed.ncbi.nlm.nih.gov/26757306/

﻿B)  n=6 Bumetanide 1mg x 3 months

https://www.jns-journal.com/article/S0022-510X(19)31657-0/fulltext

﻿BA Therapeutics is on France doing news studies",﻿More about Bumetanide for Parkinson 
post-traumatic-stress-disorder-ptsd,Joyya,"I just ran my new labs through a thyroid calculator and I am meeting with my doctor tomorrow morning. 

I would like to increase my Cytomel by taking 1/ 4 of 25 mcg pill 3 times per day, rather than adding an extra 5 mcg Cytomel (currently taking 2 ) while keeping Synthroid the same, at 0.75 mcg. 

﻿",New ﻿Thyroid Lab Results as % of Reference Range — comments please 
post-traumatic-stress-disorder-ptsd,puzzler1,"Hi 

I'm still having a rough time with RLS despite my usual gabapentin and temgesic.

My doctor has suggested trying clonazepam in combination with my existing medication and I wondered what experience my fellow sufferers had with it.

I've tried other benzo sleeping tablets in the past but the RL always",Clonazepam
post-traumatic-stress-disorder-ptsd,abartme,"had an episode this morning , sudden high blood pressure attack with severe headache. Had swithched from tirosint gel caps to liquid sol. Checked (my own lab order) two days ago, TSH 0.125 (down) free t3 in the middle of 3.2 but up from 2.5...free t4 just under the top of the range.  Anyone get these",overmedicated on tirosint
post-traumatic-stress-disorder-ptsd,Adamj,so as most of you know I finally gave in and have tried some and frankly they really haven’t helped much klonopin has made me feel worse some times when I’ve taken it so it’s like playing Russian roulette but like 4 bullets in the chamber. Ativan never did anything for me. Xanax makes me feel slightly,benzos
post-traumatic-stress-disorder-ptsd,Skallagrigg,"my son has this as well as cognitive difficulties,and anxiety with low mood and TBI.

﻿I.ve googled but it says its a disease?

﻿anybody got simple answers

﻿what is it?",﻿organic personality disorder??
post-traumatic-stress-disorder-ptsd,Hopes1,"Can anyone please give me any advice, my mum is 73 and has major problems with alcohol she is a binge drinker she was diagnosed with Bipolar about 10 years ago and had to be sectioned due to mania she was on medication and stopped it about 6 months ago even though she went through a manic episode in",ADVICE PLEASE BIPOLAR PARENT  
post-traumatic-stress-disorder-ptsd,Adamj,That nurse that told me to get a handle on things before I was to far gone was right I am to far gone. Since march I’ve major gone down hill I had some good days but mostly bad I can’t seem to get a handle on this all and stop thinking and feeling the worst possible outcome. I’ve dealt with anxiety and,I am to far gone
post-traumatic-stress-disorder-ptsd,Miracle43,"After finally having our first IVF BFP following a DE FET it ended in a MMC. 

I had a managed miscarriage at home 7th May followed  by surgery for retained tissue 31st May. 

I had a period 22nd June so hoped things were starting to get back to normal. 
I’m now on day 36 and no sign of a period 🥺.",Late period after MMC.
post-traumatic-stress-disorder-ptsd,Hidden,"Freakin pisses me off to no end how people think that because I have struggles with mental health SOMEHOW that must mean I'm a complete idiot. Well, I almost got trapped today by an advertisement to see if I would be a ""Ketamine Candidate"". I'm actually angry at myself because, although I'm certainly",How I almost got trapped by a mental health exploit 
post-traumatic-stress-disorder-ptsd,Mccrae,tsh doubled when taking vitamin d and c 3.5 hours after synthroid within two weeks.,can I take prometrium 3.5 hrs post synthroid?
post-traumatic-stress-disorder-ptsd,Raggedy-Ann,"“I am 14 and I’m struggling in algebra class. When I ask for help, the male teacher says, ‘I’m not surprised girls aren’t that good at algebra’.

I am 18 and go to my first fraternity party with girlfriends…… we don’t ever say it out loud but it’s understood that we need to stick together at these parties",I read this and have experienced it and more.
post-traumatic-stress-disorder-ptsd,Swanfull,"Hi  all, wondering if anyone knows if you can take Lysine tablet form when on MTX I’ve heard it prevents cold sores. Any help would be appreciated?",cold sores
post-traumatic-stress-disorder-ptsd,Michel0220,"I am delighted to announce that the next NoSilverBullet4PD zoom session will be taking place at 11am London time on Monday, the 31st of October*. 

 We will have the pleasure of listening to Catherine Hamilton who will give us an update on red light therapy and its potential benefits for people with",Update on red light therapy and its potential benefits for people with PD -interview of C Hamilton at 11 am London time on  31st of October
post-traumatic-stress-disorder-ptsd,Piper21,"it’s called PEP buddy , sounds interesting 


https://copdnewstoday.com/news/pep-buddy-device-available-soon-prevent-shortness-breath/?utm_source=COPD&utm_campaign=9718bed78d-COPD_ENL_3.0_NON-US&utm_medium=email&utm_term=0_23d08524e9-9718bed78d-73971569",Anyone know anything about this?
post-traumatic-stress-disorder-ptsd,TeddiJ,"Some of you know a bit about my journey....do you think there is any point of doing a sleep study at this juncture? After long term DA use, many doctors, an iron infusion, opioids, etc.? Do they actually have you lie there all night without any meds or help? Would I learn anything? It is hard to imagine","For the experts, or anyone who has done a sleep study: what is the benefit of actually doing one, if you are far down the RLS road?"
post-traumatic-stress-disorder-ptsd,Maximus01,"I just had my sleep study a few nights ago.  It is hard to fall asleep with all the sensors attached to the body, but I finally was able to get about 4+ hours.  Comparing it to a previous sleep study, I am  now curious to find out whether Gabapentin is helping with the PLMD.   Also, my sleep therapist",Gabapentin and new sleep study
bipolar-disorder,FtpE,My boyfriend is cheating on. Or at least he has in the past. I don't know if he still is and it's eating me alive. I should have left to begin with but didn't. I had his phone last night. My mind was telling me to look through it. But my hands and body just started shaking so hard. My stomach dropped,Can you have PTSD from someone cheating?
bipolar-disorder,Adamj,I really can’t handle the crazy feelings the weird sensation the not knowing where I am not feeling alive. It’s old I wake up every morning to my heart racing I get like a surge of something and then bam I wake up and my heart starts to race. Can’t handle how Zoloft is making me feel the weird shit that,I can’t handle this anymore everyday
bipolar-disorder,HangTough,"Hi All, I live in the UK and have been diagnosed with both Major depressive  , and     since age 18 when I was forced to leave University due to depression.",Denied treatment for severe depression and Bipolar Disorder by local NHS CMHT
bipolar-disorder,Hidden,"I've been having off and on anxiety, and last night at work, it was pretty bad again. (its been this way for almost a year now, so that's nothing new, its just  starting to get worse with working in a store, I've been working at a store for 2 almost 3 months now). I started my shift pretty anxious, on",Question 
bipolar-disorder,Adamj,"yes ive talked to my psychiatrist about this and I kinda got the like hmm 🧐 answer. But Anyway I kind of feel like it may be helping ever so slightly but my like question is like how do you guys deal with the diarrhea, nausea? I also seem to be getting randomly dizzy/lightheaded and chilly and have",Sertraline(Zoloft) questions
bipolar-disorder,Kiku20,"Hi

For the past week, I have been getting about 3 hours of sleep, aside from one day where I stayed awake for the full 24 hours. I’ve also not been eating. It went from one meal a day to barely a nibble.

I don’t know why I can’t eat. I’m hungry but when I see the food in front of me I feel sick to",Support?
bipolar-disorder,ashleybakerr01,I just had a severe panic attack again about hour ago...i almost passed out it got so bad and my tongue felt tingly. Im now exhausted but scared to take a nap bc I just feel insane right now 😭. I was out with friends bc i felt my meds help enough but like an hour in i had to come home and ive been crying,Severe Anxiety attacks
bipolar-disorder,Yaarii14,"i have grown a bit since my last few posts on here. I started with severe panic attacks and anxiety. With the help of this app and wonderful people. I learned to overcome it. I went to school, graduated, got a job. It was well. I recently lost my job and I been overwhelmed with my thoughts and feelings",Recently lost job and now feeling severe anxiety
bipolar-disorder,Adamj,"I’m noticing a slight difference but I still feel my physical symptoms and the weird feelings. Talked to my psychiatrist today and he thinks me staying at 25mg for another couple weeks would be good because he realizes my body is awfully sensitive to a lot of things. I did tell him about the nausea,",Two weeks on Sertraline (Zoloft)
bipolar-disorder,PrincessGurn1984,"Have my first FET on 24th Jan, I feel really paranoid I will ovulate. I’m on Progynova and my clinic has reassured me but does anyone else worry about this? What if they defrost the embryo on the morning of transfer and I go in and I have ovulated! I had an US two days ago and she said my follicles are",First FET - Ovulation paranoid 
bipolar-disorder,Snoflake,"Does anyone find that there depression can not only swing up in down my the minute but it is also in time blocks? For instance I might be super depressed and mood swinging for 3 weeks then feel better for one week and so on. 



Also am I the only one that need someone to talk to and help with anxiety",I have a 2 questions
bipolar-disorder,bdjoh455,"I would love to talk with anyone or everyone just for some support as I don't know how to deal with a lot of my feelings. Please feel free to message me, I am willing to talk.","I'm new to this group. I have PTSD and I can not get past it. I suffer from a lot of rage, anxiety, depression, etc. "
bipolar-disorder,Zardoz,"Soursop, also known as guanabana and other names. The fruit can cause Parkinson's-like symptoms but also contains chemicals that are potentially beneficial. ""The chemicals are called tryptamine-derived alkaloids. They're similar in structure to melatonin, a hormone involved in sleep regulation that can","""This fruit could treat Parkinson's... even though it causes Parkinson's symptoms."""
bipolar-disorder,ashleybakerr01,How do i calm down and control my anxiety attacks? I have been diagnosed with severe depression and anxiety and a panic disorder. And in currently recovering from anorexia. I've been prescribed 10mg of Celexa which has actually been helpful. Only been on it for a little over 2 weeks now. Only side effects,Anxiety
bipolar-disorder,Finn2,"This is my first post so bear with me. 

I have had restless legs since early my teens. All through my life ( I am 72 ) doctors have basically said poor you and that was that. Five years ago I had a sleep apnea test which was fine but the consultant concluded that I had acute RLS (which I obviously already",RLS - Mirapexin & Gabapentin 
bipolar-disorder,Hidden,I'm new here and just trying to figure out how to cope with PTSD and anxiety.  Its been almost a year with the PTSD and a few months since the anxiety diagnoses. Both of them overlap with each other so I probably could've had the anxiety longer and just didn't know it until I was diagnosed a few months,Not really sure what to put for a title 
bipolar-disorder,Bolt_Upright,"A lot of us in this group are also hypothyroid. Gut dysbiosis is associated with PD AND with hypothyroidism.  Gut dysbiosis is associated with primary hypothyroidism with interaction on gut-thyroid axis https://pubmed.ncbi.nlm.nih.gov/32519746/

""Results There were significant differences in α and β",Gut dysbiosis is associated with primary hypothyroidism with interaction on gut-thyroid axis
bipolar-disorder,HipHopQueen,"I didn't get into the fact that I have     and a spinal cord injury. I promise that's all. It's all a long story, but I'm concerned with making sure my medications stay stable.",Cocktail Please: Bipolar/Spinal Cord Injury Now Dialysis
bipolar-disorder,Woody77,I’ve been suffering from panic attacks for over 30 years now. I can go months without one then suddenly suffer then repeatedly day after day. I’ve researched the causes & treatment of panic attacks endlessly. I’ve been on various medication through the years & somehow managed to survive & carry out a,Frequent panic attacks - any advice or helpful coping strategies please?
bipolar-disorder,Adamj,My mom is finally home from the hospital she looks a lot better than when she went in thank god. Had to take her to the store to get her pills and pick up some food never go to the store on a Sunday in the afternoon so many people but I made it through. I want to work on trying to not sleep all day.,lil update
obsessive-compulsive-disorder-ocd,PDWarrior1900,"Dr Berg has over EIGHT MILLION subscribers on YouTube.

His background is chiropractic but his videos very rarely talk about anything that is 'chiro'

He always has very interesting (and unde 10 minutes!) health video.

I know that ALZ is 'not' PD... But they are very much related in as much they are","Dr Berg: ""The REAL Cause of Alzheimer's Is NOT Amyloid Plaque in the Brain"""
obsessive-compulsive-disorder-ocd,Farooqji,"Melatonin (5-methoxy-N-acetyltryptamine): powerful antioxidant that treats abnormalities in sleep-wake cycle, jet lag, cancer, and Parkinson’s disease. Epileptic children have a higher incidence of sleep problems; epilepsy is exacerbated by sleep deprivation. Melatonin has antiepileptic activity. Mechanism",﻿Melatonin for PD
obsessive-compulsive-disorder-ocd,OB73,AS I PONDER SUFFERING FROM ANXIETY AND PANIC ATTACKS ALL THIS YEAR I KEPT TELLING MY DR THAT SOMETHING WASNT RIGHT AND THEN LASTYEAR AROUND THIS TIME HE REQUESTED ME TO SEE A MENTAL HEALTH DR AND I DIDNT GET AN APPT UNTIL 2022 AUGUST 9TH ....THEY KEPT GIVING ME MEDS THAT WASNT WORKING OR MADE IT WORSE,GROWN MAN CRYING
obsessive-compulsive-disorder-ocd,IBSNetwork,"Webinar: How hypnotherapy can help you manage your IBS symptoms, Tuesday 19 July at 11am.
Have you ever tried hypnotherapy to help manage your IBS? Or have the many myths surrounding the therapy deterred you?
In our latest webinar, Sophie West, a highly qualified and experienced hypnotherapist and",Webinar: How hypnotherapy can help IBS
obsessive-compulsive-disorder-ocd,BastCat,"How can I be sure to get the 'Real Thing', when purchasing Lavender, Bergomot, Jasmine, Lemon Balm and other Essential Oils?  Amazon.com and other places are known to have a lot of fakes from China and other places, even made in the USA.

Customer ratings don't mean that much anymore either. You can"," Essential Oils, Calming & Anxiety"
obsessive-compulsive-disorder-ocd,Hidden,"Ok …. Recieved a phone call at 12.30 please can you get here for infusion at 2.30. Clinic an hour away had to get hubby out of work to take me. Arrived in car park at 2.25 phone rang appointment cancelled come tomorrow at 11. Waste of time / petrol. I exhausted now and feeling shit .


I’ve written this",  Another update saga continues /Update antivirals 🤬🤬🤬😵‍💫💩💩💩🤯🤯🤯
obsessive-compulsive-disorder-ocd,Maninblack,"For the past few weeks  my husband has been concerned about his low heart rate averaging at 47bpm.  He has a pacemaker and ICD.  He takes bisoprolol 2.5mg, Candesartan 32mg and Indapamide 1.5mg.  He has been feeling more light headed and dizzy but we put that down to the heat. 
 
He has a telephone appointment",Low heart rate
obsessive-compulsive-disorder-ocd,Isturgglewithptsd,"so I have been struggling with PTSD, Depression and Anxiety. I can’t stop crying because of my teams. Does anyone have any ideas??",My life …
obsessive-compulsive-disorder-ocd,sunkissedmoonbeam,"So, here's the deal... I have panic attacks when I feel like I might get put in a situation where I can't receive help. It's so depressing to think about, really. I have seen people get a situation where they are struggling, & no one is kind enough to help them. Like, this instance; there was a man who",Does anyone else have fear of being in a situation where you can't get help if needed?? 
