header,user,body,title
post-traumatic-stress-disorder-ptsd,kama24,"I won't go into a long history of my panic/anxiety GAD but the last 10 yrs have been horrible ...yes I'm on meds, see a therapist and physciatrist.....but the last 3 months have been out of control.  Does anyone else constantly think of death and live your entire day in FEAR?  I have tried everything",Dealing with 24/7 FEAR
bipolar-disorder,Anjalichaudhary,"Hi, lovely ladies, so yesterday my beta hcg done, this is my first ivf, and guess what i m pregnant. I m over the moon  and i m so happy.",Its positive 
bipolar-disorder,Hidden,"Besides having PTSD and anxiety, I'm also Type 1 Diabetic. I'm on the fence about getting a service dog. I think one would help a lot not only with my PTSD/anxiety, but also my Type 1 Diabetes, since its uncontrolled. Part of me wants to get one because I think it would really help in my everyday life",Question 
bipolar-disorder,Against_the_current,"Im really worried what i will do for her birthday. Last birthday i was a lifelong traumatizing experience. Mom wanted grandma to come and lied she told her to come, i was there and I was mad she didn't ask us, mom got mad and said it was a lie to ""test"" us and she sees now how much we value her and she",Worried about sister's birthday on 17th feb
bipolar-disorder,nonova1,"My girlfriend passed away 11 months ago and even with meds I can't shake this depression I have.       

I'm on 50 mgs prozac 700mg lamotrigene, 25mg hydroxine. I also take olanoxipine. I have ambien for sleep. I don't know HOW to get past this. She died on a full moon, so every full moon I'm reminded",I can't  shake it
bipolar-disorder,nonova1,"My girlfriend passed away 11 months ago and even with meds I can't shake this depression I have.       

I'm on 50 mgs prozac 700mg lamotrigene, 25mg hydroxine. I also take olanoxipine. I have ambien for sleep. I don't know HOW to get past this. She died on a full moon, so every full moon I'm reminded",I can't  shake it
bipolar-disorder,Mcdiarmid,so about a month ago I had some drugs and had a panic attack thought I was dying! Been too the hospital once and doctors twice they said everything looks fine but no I constantly feel like I’m dying especially when I stand up and walk around I get dizzy and feel like my heart rate is high anyone else,feel like I’m going to die
bipolar-disorder,DaisyJones1,"Hi, just curious to know whether anyone else has experienced cellulite after taking T3 and if so have they found anything that helps reduce its appearance. Since being on T3 for a year I’ve developed significant cellulite on my legs and also weight gain - rather odd as it is supposed to increase cell",Liothyronine and cellulite
bipolar-disorder,Songwriter1952,"I’m depressed because I turned 70 and haven’t had many relationships with men or women and I feel like life has passed me by. When I was younger I attracted many women but not anymore. I have approach-avoidance syndrome about women and I find it hard to trust people because I’ve been hurt so much. 
I",Lonely and depressed 
bipolar-disorder,Pug_Power,It's been a battle for me for about 10 years now.  At times  I feel like I'm climbing out of my skin from the anxiety triggers from being alone and isolated. Any input would be appreciated,"Does anyone suffer from monophobia isolation and fear of being alone , along with anx and depression "
bipolar-disorder,Acorn2,"I’ve been having panic attacks about once a week and it triggers me to make impulsive decisions like starting arguments. I’ve tried breathing exercises which helps sometimes. 


What do you all recommend that helps? 🙂",anxiety: how do you handle it 
bipolar-disorder,Farooqji,"There are many articles available on the subject. Recently I came across a fresh article regarding this epilepsy drug use for PD. According to the article it significantly reduces the off-time and also results in the improvement of overall UPDRS score

https://parkinsonsnewstoday.com/news/zonisamide-for-epilepsy-may-ease-parkinsons-motor-symptoms-study",zonisamide for parkinson's
bipolar-disorder,kkatz,On hols & did very little excercise until yesterday as not coping well with the inclines.Did a couple of games of bowls yesterday & felt quite fuzzy all evening.This morning so difficult to wake & mild deadness all over & so long to get brain working.,Poor circulation day after excercise.Is it common 
bipolar-disorder,Hidden,"I needed a supporting letter for a council house recently in which it stated I had a long history of    . 
Was news to me. Lol.  Prior to my sons birth I had not shown any symptoms or traits relating to bipolar only long periods of depression.",Postpartum psychosis to bipolar disorder 
bipolar-disorder,jeeves19,"I’m 60 now but a guy so I’m still prone to daft things like buying Microsoft Flight Simulator. I flew a 747 the other day and blimey did it let me know when I tried a questionable manoeuvre. Red lights, Commercial Airliner Crash Warning sirens etc. Well it’s sort of a metaphor for me currently. Some","Big, big trouble Houston "
bipolar-disorder,PDWarrior1900,"Tip of my hat to Bolt_upright who mentioned that he takes Vinpocetine in one of his posts.

It's considered a 'drug' in Europe and surprisingly (for now) has gotten past our ""Fear and Death Administration"" also known as the infamous, FDA.

I've added this to my stack of about 40 supplements. It's only",Buy BEFORE FDA BANS this! ... Vinpocetine
bipolar-disorder,PDWarrior1900,"https://draxe.com/health/parkinsons-disease-natural-treatment-remedies/



 : 

Using essential oils may effectively reduce and calm some of the symptoms associated with Parkinson’s disease such as depression, sleep trouble, skin inflammation and digestive issues.","Here's something CHEAP and EASY you can try.... Essential Oils, says Dr. Josh Axe"
bipolar-disorder,Bolt_Upright,So I was bouncing around and found this article: Palmitoylethanolamide/Luteolin as Adjuvant Therapy to Improve an Unusual Case of Camptocormia in a Patient with Parkinson’s Disease: A Case Report 2021 https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC8794485/ This is a single case report about a fairly,Palmitoylethanolamide - Luteolin: Kind of Interesting
bipolar-disorder,409657,Hi i have been precribed aripiprazole for anxiety although this ia a anti phycotic my phyciatrist said it treats anaxiey. I was on pregabalin and i didnt toleratle as it made meput on weight. I am curious to know if anyone out there is on this med as im not keen on taking it cos its a antiphycotic.,Aripiprazole
bipolar-disorder,GriffinK,"hello all and Happy New Year! My first post to share feelings I’ve had for a year, but didn’t understand. I thought it was my hypertension, but after several appointments, I was diagnosed with generalized anxiety and PTSD. 


I am a principal at an alternative school and it has been difficult with the",PTSD… why me?
bipolar-disorder,Kbabyy,"I'm new to these kinds of things. It's been 3 years, after being told I need to find a support group to interact with others who may suffer from severe anxiety and panic disorder. I refused for the longest time, but it's gotten worse for me. The medications aren't helping, and seeing my therapist seems",Panic disorder
anxiety,Kris333,"Hi there, I'm struggling with PTSD,  , and depression. Looking for a virtual support group in addition to outpatient therapy. Let me know if anyone has any good resources or advice! 😀",Looking for a virtual support group
anxiety,guynfl2chat,My   has been high and I want to leave.,New job and anxiety
anxiety,bbftr457,"Hi All, 

I was started on sertraline 25mg 3 weeks ago for  /panic disorder. My   spiked like crazy the first week and seemed to calm down a bit. I'm on week 3 and still feel more anxious compared to before I started the medication. Anyone else have this reaction when starting on SSRI?",Sertraline increased anxiety 
anxiety,Jsrzb,does anyone get   about this procedure? I feel like it’s just me,laparoscopy 
anxiety,SunshineF,anyone have experience giving their young child both Ritalin and medication for   like Prozac or Zoloft?  My son is 5 and his doctor is considering this to help curb some of his   symptoms but we’re nervous about adding another drug into the mix at such a young age.,Ritalin And Prozac or Zoloft 
anxiety,Lonelysoul35,"Whenever I post about my   experience the support I get to see is so heart touching. Due to   I've no friends, noone to share my feelings with. But here I get you all. 
Thankyou for listening me.",Thankyou all...
anxiety,Anmu,"hi I had a emotional crisis today, I freak out to much I experienced a lot of   and now my brain feels cold ☹️ I am taking 5mg of lexapro should I take more ? I don’t see my dr till Dec 27",anxiety 
anxiety,hollyrain,"After having a niggly ache to my leg which I'd ignored for a couple of weeks as just getting old....just turned 60...on Friday night I experienced intense pain in that same calf which frightened me. The calf is bigger than the other but has been thus for years. Got seen on Saturday, DDimer positive,",DVT anxiety
anxiety,69mustang,I have ADHD and social   disorder.I guess one of them is born from another.I ve been dealing with my SAD so far but lately I’ve been realizing ADHD symptoms and how it affected my life so far.I dont have much friend so must of the time I’m alone.I always afraid what other people think of me since,ADHD and Social anxiety disorder 
anxiety,car103,"These suggestions are great: good breakfast, exercise (even if it is 10 minutes around the block, watch the caffeine, etc).My real problem is the   stopping my inertia to get up to do these things 

I've acknowledged. I have breathed. I am mindful.",Cortisol/Morning Anxiety
anxiety,BrightApril,My depression/  was extremely bad this weekend. My doctor unsure whether meds need to be changed. I did go out to a religious meeting just to be around other people.,Tough weekend
anxiety,Summer95,"Does social media like Facebook cause you to have worsen   and depression? 
I have deleted it in the past due to this and it helped I’m curious if others have experienced this as well?",social media 
anxiety,Kelsey22,"It hasn’t escalated into a full episode since Tuesday, but I’ve noticed now I have some enhanced   about going to sleep. 


Any tips on how to calm your   to prepare to sleep? Or for how to handle when you do wake up in the night feeling panicked?",Sleep Anxiety
anxiety,Doglover51,What meds are you all taking for   and does it work?,What meds are people taking for anxiety?
anxiety,Anmu,"hi is day 8 with 5mg lexapro, yesterday I woke up at 5am ready for the day but at 6pm I was done I went to bed at 10 and woke up at 2 am I was awake for 1 hr then I got up at 7am today I am tired the whole day, my body is tired I try to take a nap I couldn’t I also went to the store and stares sweating",anxiety
anxiety,Dshadzz07,"That has given me a huge sense of relief to better understand my chest pain really is   and not my heart full of plaque. I feel bit of freedom.

It’s time to lose weight and work on this   to really keep myself healthy. I thank so many people here.",I hope I won’t have to write here again after some good news I feel.
anxiety,Sawdust23,Upcoming liver biopsy Monday morning…as it gets closer I’m finding the   level is slowly creeping up. Trying to stay occupied mentally and physically to help manage it. I’ve had cancer before and not looking to repeat that experience again.,Anxiety Creeping In
anxiety,Luni9901,Well I have awful   and developed tinnitus as you can imagine it amplified my   to a point I am struggling to sleep it has also left me suicidal to point I hit rock bottom last week and was admitted to hospital I am currently working my way through things just joined here looking for some,New Tinnitus Support Needed 
anxiety,Lovetodanceto,"Well hey there all does this ever settle down coz I'm 51 and am finding this extremely tough, the menopause has made my   a lot worse.",High Anxiety Every Day
anxiety,magSLE,"I've not been able to process their passings because I don't go to places where I used to spend time with them, but the grief has manifested into extreme  .

I was isolated for 2 years and glad to stay at home but now I want to connect with others socially.",Covid anxiety
obsessive-compulsive-disorder-ocd,MusicalFurbaby,"Hello lovely people, I’ve been reading recently about the trauma resulting from living with chronic illness. It seems there is a growing body of research acknowledging the traumatic effects of living with a threat that resides in your own body (something they’re calling Enduring Somatic Threat). 

I",PTSD from chronic illness?
obsessive-compulsive-disorder-ocd,Hidden,"Besides having PTSD and anxiety, I'm also Type 1 Diabetic. I'm on the fence about getting a service dog. I think one would help a lot not only with my PTSD/anxiety, but also my Type 1 Diabetes, since its uncontrolled. Part of me wants to get one because I think it would really help in my everyday life",Question 
obsessive-compulsive-disorder-ocd,Against_the_current,"Im really worried what i will do for her birthday. Last birthday i was a lifelong traumatizing experience. Mom wanted grandma to come and lied she told her to come, i was there and I was mad she didn't ask us, mom got mad and said it was a lie to ""test"" us and she sees now how much we value her and she",Worried about sister's birthday on 17th feb
obsessive-compulsive-disorder-ocd,nonova1,"My girlfriend passed away 11 months ago and even with meds I can't shake this depression I have.       

I'm on 50 mgs prozac 700mg lamotrigene, 25mg hydroxine. I also take olanoxipine. I have ambien for sleep. I don't know HOW to get past this. She died on a full moon, so every full moon I'm reminded",I can't  shake it
obsessive-compulsive-disorder-ocd,nonova1,"My girlfriend passed away 11 months ago and even with meds I can't shake this depression I have.       

I'm on 50 mgs prozac 700mg lamotrigene, 25mg hydroxine. I also take olanoxipine. I have ambien for sleep. I don't know HOW to get past this. She died on a full moon, so every full moon I'm reminded",I can't  shake it
obsessive-compulsive-disorder-ocd,Mcdiarmid,so about a month ago I had some drugs and had a panic attack thought I was dying! Been too the hospital once and doctors twice they said everything looks fine but no I constantly feel like I’m dying especially when I stand up and walk around I get dizzy and feel like my heart rate is high anyone else,feel like I’m going to die
obsessive-compulsive-disorder-ocd,DaisyJones1,"Hi, just curious to know whether anyone else has experienced cellulite after taking T3 and if so have they found anything that helps reduce its appearance. Since being on T3 for a year I’ve developed significant cellulite on my legs and also weight gain - rather odd as it is supposed to increase cell",Liothyronine and cellulite
obsessive-compulsive-disorder-ocd,Hidden,"I think it can be rather negative and traumatizing to stick these labels on kids at such a young age.  Just because some kid is having some trouble paying attention in class, well then they get labeled as having some kind of disorder and then they’re probably thinking Why is something wrong with","Yes, I agree, ADHD needs a new name!!!"
obsessive-compulsive-disorder-ocd,BluePumpkin,I was diagnosed with an underactive thyroid back in 2018. I assume it's autoimmune related as my anti body score was 410.8 but it's never been stated as such. My mum also has an underactive thyroid which I think is the main reason they started me on levothyroxin in the first place; 2 years before in,﻿I don't know what to do :(
obsessive-compulsive-disorder-ocd,Acorn2,"I’ve been having panic attacks about once a week and it triggers me to make impulsive decisions like starting arguments. I’ve tried breathing exercises which helps sometimes. 


What do you all recommend that helps? 🙂",anxiety: how do you handle it 
obsessive-compulsive-disorder-ocd,Farooqji,"There are many articles available on the subject. Recently I came across a fresh article regarding this epilepsy drug use for PD. According to the article it significantly reduces the off-time and also results in the improvement of overall UPDRS score

https://parkinsonsnewstoday.com/news/zonisamide-for-epilepsy-may-ease-parkinsons-motor-symptoms-study",zonisamide for parkinson's
obsessive-compulsive-disorder-ocd,Abg3690,"I have depression for 20 years but in February 2022 I had q relapse and I am not being able to recover. I am with paroxetine for 20 days and Wellbutrin for 10 days. In my previous crisis I reacted quickly to the meds, but this time is taking longer. Have you experienced that?",taking long for antidepressives to work
obsessive-compulsive-disorder-ocd,kkatz,On hols & did very little excercise until yesterday as not coping well with the inclines.Did a couple of games of bowls yesterday & felt quite fuzzy all evening.This morning so difficult to wake & mild deadness all over & so long to get brain working.,Poor circulation day after excercise.Is it common 
obsessive-compulsive-disorder-ocd,jeeves19,"I’m 60 now but a guy so I’m still prone to daft things like buying Microsoft Flight Simulator. I flew a 747 the other day and blimey did it let me know when I tried a questionable manoeuvre. Red lights, Commercial Airliner Crash Warning sirens etc. Well it’s sort of a metaphor for me currently. Some","Big, big trouble Houston "
obsessive-compulsive-disorder-ocd,PDWarrior1900,"Tip of my hat to Bolt_upright who mentioned that he takes Vinpocetine in one of his posts.

It's considered a 'drug' in Europe and surprisingly (for now) has gotten past our ""Fear and Death Administration"" also known as the infamous, FDA.

I've added this to my stack of about 40 supplements. It's only",Buy BEFORE FDA BANS this! ... Vinpocetine
obsessive-compulsive-disorder-ocd,PDWarrior1900,"https://draxe.com/health/parkinsons-disease-natural-treatment-remedies/



 : 

Using essential oils may effectively reduce and calm some of the symptoms associated with Parkinson’s disease such as depression, sleep trouble, skin inflammation and digestive issues.","Here's something CHEAP and EASY you can try.... Essential Oils, says Dr. Josh Axe"
obsessive-compulsive-disorder-ocd,BeeBee79,"Does anybody on here have experience or encouraging stories about Atrial Fibrillation especially the aggressive kind. I'm 43 and diagnosed with AF in March '21. I've had a cardioversion, 2 ablations in the upper chamber and 1 ablation in a lower chamber. The last ablation was in June then in July, I",”Aggressive” AF
obsessive-compulsive-disorder-ocd,BeeBee79,"Does anybody on here have experience or encouraging stories about Atrial Fibrillation especially the aggressive kind. 

I'm 43 and diagnosed with AF in March '21. I've had a cardioversion, 2 ablations in the upper chamber and 1 ablation in a lower chamber.  The last ablation was in June then in July,",Aggressive Afib
obsessive-compulsive-disorder-ocd,Oct18,"So, my 14 year old son has struggled with serious depression since he has been able to talk. A quick background....I have had full custody of my 3 kids for over 10 years. My daughter is now in college and I have fraternal twin boys who are now 14 years old and starting high school next week. My son with",help for my 14 year old son
obsessive-compulsive-disorder-ocd,GriffinK,"hello all and Happy New Year! My first post to share feelings I’ve had for a year, but didn’t understand. I thought it was my hypertension, but after several appointments, I was diagnosed with generalized anxiety and PTSD. 


I am a principal at an alternative school and it has been difficult with the",PTSD… why me?
post-traumatic-stress-disorder-ptsd,Wordsmith77,"I've dealt with RLS since I was a teenager. It grew increasingly worse as I aged. (I just turned 63). I also suspected that my legs were twitching and moving around a lot in my sleep. Eventually I learned there was a clinical name for that, too: PLMD (Periodic Limb Movement Disorder) that frequently,",My Long RLS + PLMD Story (so far) Half of a Victory
post-traumatic-stress-disorder-ptsd,Hidden,"Hi all, 
I'm just wondering if someone can give me a rough overview of what happens to cortisol levels in times of stress please? 
When I get very stressed I get dizzy and lightheaded. Just recently I had two episodes of dizziness which seemed to come from nowhere, while I was sitting. 
My understanding",Stress and cortisol levels
post-traumatic-stress-disorder-ptsd,Hidden,"Hi, 

I started vaping to replace a tobacco habit and got carried away with the vaping taking in far too much. Started off a light tingle in the arms initially for a few weeks but then spread to the legs where it is focused most. It happens when i am about to fall into a deep sleep. I can lie in bed",RLS or something else? 
post-traumatic-stress-disorder-ptsd,pinkvision,"Hi folks. I'm currently in Uni and doing research for my master's thesis relating to my TBI experience. I came across a very recent study reviewing the history of sleep disorders following TBI and thought I'd share something that addresses insomnia which many people on here get (I had hypersomnia, excessive",Treating TBI sleep disorders
post-traumatic-stress-disorder-ptsd,Joshgw,I have a good psychiatrist but ive been looking for a second opinion or a new one. Im not getting any better. But very few are taking new patients. I don't want some random person from the internet. I started calling the hospitals. Mount Sinai hospital seems to have a good treatment resistant depression,So much pain. What did I do to deserve this. I'm treading water and sinking.
post-traumatic-stress-disorder-ptsd,Dragonlady79,My 6 yr old daughter has been diagnosed with ODD ADHD and they keep telling g me we should test for autism and yet when I bring it up every meeting or appointment they blow me off. How can I get the help my daughter needs. Desperately trying.,Needed advice
post-traumatic-stress-disorder-ptsd,Joeysjourney,"After almost 7 years trying with just one natural chemical, two failed transfers and two frosties waiting for me, i need a pep talk. 

﻿My fet is scheduled for around start of December but we've faced so many delays and issues this year I just feel defeated - from covid to chemical and consultant leave",﻿Will it ever happen? Xx
post-traumatic-stress-disorder-ptsd,Raindropsonroses44,Hi I’m so sorry to hear about the intrusive thoughts that you have been going through .I also have experienced them since being diagnosed with PP last year.What I found helpful is someone’s comment to imagine physically putting them on a cloud and floating away.Also remembering that everyone gets intrusive,Intrusive thoughts
post-traumatic-stress-disorder-ptsd,Lyla2018,"Hi I'm Dons wife he keeps thinking that people house facing think he's staring at them,I have spoke to them and he as ,cleared is worry for a few days started saying it again yesterday ,they have been wringinging him regularly from crisis team with what happened last week put him on zoplobgone and promethazine",Don Senior
post-traumatic-stress-disorder-ptsd,myselfcarecircle,"Hello.  I found out a few years ago (as an adult) that I am ADHD.  This came after a post-partum anxiety diagnosis.  Now that I know how common it is for ADHD individuals to also have other challenges like anxiety and depression, I am looking to connect with those that have similar experiences.

I am",AHDH and .....
post-traumatic-stress-disorder-ptsd,HelpMe86,I'm getting weird feeling in my gutI have health anxiety  and it's driving me crazy among other things stressing me I feel like I'm fixing to explode,Feel Panic Attack Coming
post-traumatic-stress-disorder-ptsd,Jen2024,"I recently weaned myself of Celexa after five years hoping the anxiety would be gone for good.  Now as I type this tonight I had a horrible panic attack earlier. Racing heart beat , fear, panic, head spinning, rapid breathing, just really bad attack. I have been wore out lately due to a busy schedule",Feeling scared and afraid for no reason after being off Celexa two months
post-traumatic-stress-disorder-ptsd,caitsxxx1,hey guys been a while since I’ve posted. I’ve been doing really well had a baby who’s now 2 moved into my new home my life is good! Christmas Day I tried and edible with my friends and I had a major panic attack because of this wanting to call for help making myself sick it was so bad and now I’ve been,should I up my antidepressants 
post-traumatic-stress-disorder-ptsd,caitsxxx1,hey guys been a while since I’ve posted. I’ve been doing really well had a baby who’s now 2 moved into my new home my life is good! Christmas Day I tried and edible with my friends and I had a major panic attack because of this wanting to call for help making myself sick it was so bad and now I’ve been,how to know when to up antidepressants?
post-traumatic-stress-disorder-ptsd,gbn_,"Having bout of sinusitis. Taking cefdinir currently, and was prescribed methylprednisolone. I'm afraid to take methylprednisolone for fear of it wiring me up.  It's a 6 day course at 4 mg. Confused by instructions if I decide to take it. Until you get down to the last few doses, it says to split it up",Sinusitis issues here
post-traumatic-stress-disorder-ptsd,asyasay1,"Hi everyone! 

My lifestyle is really stressful due to unemployment, recent graduated. But today I started to the fitness. Unfortunately because of my stress I do not continue my diet. I want help for it or what kind of help can I get? Thanks!",Stress what I should do? 
post-traumatic-stress-disorder-ptsd,Crochetchica,I’ve nothing left to fight with.   I’ve had depression and anxiety all my life and have learned to live with it.    I now have cervical spondylitis and am exhausted.    I try so hard to be pro-active but I’ve nothing left to give.   I don’t know what to do.,Nothing left
post-traumatic-stress-disorder-ptsd,0rangetulip,"can anyone tell me whether acidophilus tabs aggrevate RLS. I have recently started back on these tabs to help my Cauda Equina problems and the RLS has now gone through the floor. 
I am awaiting a private video consultation with Prof Walker in the next two weeks as my GP totally ignores my requests for",Acidophilus
post-traumatic-stress-disorder-ptsd,Chinaadventure,"Dr. just adjusted my meds, upped me to  20mg of lexapro and 50mg of seroquel.  Hoping to have better sleep with the increase of the seroquel.   Just changed from Zoloft to Lexapro and I am hoping the increase of lexapro will help balance out the anxiety and decrease the side effects, I read the increase",Anyone taking lexapro and seroquel
post-traumatic-stress-disorder-ptsd,sh0526,"I apologize if this may not be the right place to mention OCD, but I didn’t see a group for OCD. I struggle really hard with OCD, and for those that can relate, it’s not fun. You feel like you are constantly battling something invisible that if you don’t do things a certain way, is going to appear",Anyone else dealing with OCD?
clinical-depression,fodd,how to cope up with anxiety and depression lasting already over 7 months.,just need help
clinical-depression,Zella23,"Sounds a step in the right direction for the many who suffer from levadopa induced dyskinesia. My husband being one of them. 


https://www.parkinsons.org.uk/news/early-phase-clinical-trial-results-offer-new-hope-dyskinesia-treatment",Early phase Clinical trial results offer new hope for Levadopa induced dyskinesia.
clinical-depression,David1567,"(Sorry for the cut and paste) Jill Margot Mar 31, 2023 – It’s described as “liquid radiation” and it promises to be a new pillar in the treatment of cancer. And among the groups around the world working on this technology, Australia is a leader. Professor Michael Hofman, a nuclear physician-scientist","‘Liquid Radiation’ promises new cancer treatment- DrMichael Hofman, Lead-212 and Lu-177 sounds very promising !"
clinical-depression,WiscGuy,"An article on nutrition and aging:
https://www.medscape.com/viewarticle/988578


Scientific Advances and Dietary Measures to Slow Down Aging
Javier Cotelo, MD

February 22, 2023
54
671
MADRID — Spectacular progress is being made in slowing down aging, with three new molecular indicators of measurable",An article on nutrition and aging. 
clinical-depression,Brysonal,"Well I have my final  visit yet to do but phase 1a  at the end announced 1 hR ago per my linked in feed.

poking for funding for next phase it appears:


‘Completion of first part of OVM-200 clinical trial



Oxford Vacmedix announces the successful completion of Phase 1a in the Phase 1 safety trial",Oxfordvacmedix via linked in
clinical-depression,JolleySprings,"My husband is beginning the ARACOG clinical trial. He is assigned to Darolutamide. 
This is through UCSF with Dr. Aggarwal. 
Anyone else in or been in this trial?",ARACOG TRIAL 
clinical-depression,ReneeSusan,"I spoke with my specialist from Upenn today and she wants to switch me to pirtobrutinib once it receives FDA approval for CLL in a few weeks. 

 My questions are for those in clinical trials for pirtobrutinib. Any feedback is much appreciated as this will be my 5th treatment regimen and I’m a little",Update on Failing Calquence-Pirtobrutinib Next
clinical-depression,ReneeSusan,"I spoke with my specialist from Upenn today and she wants to switch me to pirtobrutinib once it receives FDA approval for CLL in a few weeks. 

 My questions are for those in clinical trials for pirtobrutinib. Any feedback is much appreciated as this will be my 5th treatment regimen and I’m a little",Update on failing Calquence - Pirtobrutinib is Next
clinical-depression,TMcgee,"In the CHAARTED trial, metastatic burden was divided into low burden (4 lesions).  CHAARTED’s criteria seems to have become the standard for evaluating how metastatic burden affects choices of treatment and outcome.

I bring up the metastatic burden, because I could not find a clinical trial where ADT",Abiraterone vs Docetaxel
clinical-depression,Garnacha,"Hello Deborah 



I tried ringing earlier this week but for some reason the call would not go through. Hope all is well, and the blood test went okay. I was just emailing you to say that we have finished investigating the incident in store. The members of staff who were involved in the incident have",﻿Update & response from Boots I've just received 
clinical-depression,Slattery,"my doctor asked me to participate in phase 3 RGA 314 gene therapy for macular degeneration.  I received the reading material to decide if I want to enter the clinical trials. When I read the possible ricks of the procedure, this statement worried me “once RGA 314 is given to you, there may not be a way",RGA 314 gene therapy 
clinical-depression,pjoshea13,"New paper below [1a].  Full text: [1b].

First, a few notes.

""Studies have indicated the importance of glutamine in certain tumors. For example, the inhibition of glutamine metabolism was reported to prevent growth of several tumors such as breast, liver, kidney and T-cell lymphoblastic leukemia."" Wiki",Targeting Glutamine Metabolism
clinical-depression,Mommy101,"I am in my 70th year of life and have suffered from depression and ptsd an d have sought counseling many times to no avail. I will say out loud I have had a drinking problems, however, over the years, I do not drink more than 5 beers a day. My body just says,""enough"" and I eat and go to bed. My 38 unmarried",Dilema
clinical-depression,Bassetmommer,"Researchers are looking for a better way to treat people who have nondiabetic chronic kidney disease (non-diabetic CKD). The trial treatment, finerenone, is being developed to help people who have chronic kidney disease (CKD). It works by blocking a certain hormone called aldosterone that causes injury",New Clinical Trial for Non-diabetic CKD
clinical-depression,Luna-blade,"My recent psychiatrist prescribed for me Prozac or Fluoxetine with my current meds: Zoloft, venlaxifine 75 mg and depakine 500 mg chrono for my pure OCD. She did that to wean me off from venlax and zoloft gradually while keeping prozac 20 mg. It has been years I am taking the same treatment and it is",﻿Evil psychiatrist 
clinical-depression,jeffreyn,"Recruitment Status: Not yet recruiting

Estimated Study Start Date: September 2023

Estimated Study Completion Date: September 2028

Each participant will be taking ambroxol [or placebo] for two years, and it is estimated that it will take two years to recruit 330 PwPs.

Ambroxol to Slow Progression",A study record is now available on the Clinical Trials website for the big (N=330) Ambroxol Phase 3 trial (NCT05778617)
clinical-depression,Cmdrdata,This is a promising future therapy for many cancers. The reason that we (I am) should be open to join clinical trial when possible: https://youtu.be/FEA6BQARqE8,Using modified virus to awaken your immune system to attack tumor
clinical-depression,blondiec,"I had 3 round of taxol developed neuropathy and discontinued treatment but completed the 6 rounds of carboplatin. Neither treatments helped my cancer.  Did Keytruda infusion with Lenvima pills not working. No approved therapists left, except for a clinical trial if I qualify and am accepted?  Good luck",chemotherapy 
clinical-depression,ReneeSusan,"Turning to this very informative group for answers while waiting for my follow up visit after recent pet scan.  Long story short  hopefully… diagnosed in 2008 with cll, Started treatment in 2011 after biopsy of mass in nasopharynx turned out to be CLL related. Had 6 cycles of B& R, then maintenance Rituxan",Possibly Failing Calquence - what’s next?
clinical-depression,Darryl,"A pharmaceutical company wants to discuss clinical trials with Black and African American men in the USA. If interested, please email me at darryl@malecare.org 

Here's what's on offer:

Each advisory board would be conducted a single, 2-hour virtual meeting (early May 2023 timing – exact date/time TBD",Clinical trial discussion with Black and African American men in the USA
bipolar-disorder,ADAATeamRachel,"""June 2020, I had a seizure. I know I did. What else could it have been? Mayo Clinic symptom checker said that’s what it was so that’s what it has to be,"" Morgan says. Morgan tells her story of struggling with anxiety, panic attacks, and her battle with medication. 

Read Morgan's story of triumph here",ADAA Story of Triumph: Learning To Be Me Again
bipolar-disorder,Against_the_current,I fell asleep after class and had a dozen of terrible nightmares about mom. My neighbour came back and was making noise outside and i thought that's mom angrily cleaning. I had to wake up and look around to see mom's not here  and im at my accomodation.My ptsd is wilding and so are my depression and,Ptsd from mom. Nightmares are wilding. Im irritable too
bipolar-disorder,Pheebs93,"(Please don't tell me any horror stories of taking mirtazapine as It will trigger m, thank you ❤)
Hello everyone,
I've just started taking 15mg  mirtazapine alongside my citalopram 40mg which I have been taken long term. 
For the past few months I've suffered from depression and ocd anxiety. It's been",Started mirtazapine 
bipolar-disorder,booboo73,"Hello everyone 

Sorry not posted for ages, had lots of other health issues but thought I was finally getting there, until...

Sept 1st, woke in Af ..bloody hell. Had lots of wierdness in my ticker for a couple of years but all low rate so learnt to live with it. I was referred to a cardiac psychologist",Bloomin eck... here again!! 
bipolar-disorder,VMJ007,"Hello

We've had 7 egg pickups in the last 18 months. As a result we have 2 x frozen embryos'. We had 1 x chemical pregnancy. And then  6 months ago I learned I had hydrosalpinx. I also have Stage 4 endo which is chronic and has grown back after having it removed 5 years ago. 

So on Wednesday, I'm pleased",Ever heard of hydrosalpinx? Neither had I. 
bipolar-disorder,DalDal,"Yes, I'm suffering from severe anxiety, depression, and ptsd after being in jail and am looking for someone to talk to. Does anyone have any suggestions?","Recently out of jail--PTSD, Anxiety, and Depression"
bipolar-disorder,JP8810,I suffer from nightmares likely due to PTSD. I am looking for feedback from individuals who have suffered frequent nightmares and have found an effective tool in managing the effects from them.,Nightmares
bipolar-disorder,Ballpythons,"I had a failed suicide attempt last August, I tried seeing a counselor a year or so before that but she claimed I was too much for her and dumped me as a patient! After my failed suicide attempt,  I got a psychologist who diagnosed me with Major Depression Disorder.. then when I started getting more",Lost
bipolar-disorder,Hopeful-Mama,"It's like a constant migraine every day on top of already being diagnosed with major depressive  , anxiety and panic   and partial   it's now taking all I have to push through each day.",Porencephalic cyst
